Filtering the log data using "process BEGINSWITH[cd] "Maccy""
Timestamp                       Thread     Type        Activity             PID    TTL  
2026-04-07 21:13:27.918729-0400 0x37e9e8   Default     0x0                  95012  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:15FF246F-C27E-4E25-9130-CFC10381C685-Replicant[1]-Aux[1]-NSStatusItemView] Dropping transition context because the scene is reconnecting
2026-04-07 21:13:27.918757-0400 0x37e9b7   Info        0x0                  95012  0    Maccy: (AppKit) [com.apple.AppKit:Scene] Created scene 15FF246F-C27E-4E25-9130-CFC10381C685-Replicant[1]-Aux[1]-NSStatusItemView of class NSHostedViewScene
2026-04-07 21:13:27.918782-0400 0x37e9b7   Info        0x0                  95012  0    Maccy: (AppKit) [com.apple.AppKit:Scene] Created scene 15FF246F-C27E-4E25-9130-CFC10381C685-Replicant[1] of class NSStatusItemScene
2026-04-07 21:13:27.919757-0400 0x37e9e8   Default     0x0                  95012  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:Common] Request for <FBSScene: 0x7199eec60; com.apple.controlcenter:15FF246F-C27E-4E25-9130-CFC10381C685-Replicant[1]-Aux[1]-NSStatusItemView> complete!
2026-04-07 21:13:27.920068-0400 0x37e9e8   Default     0x0                  95012  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:Common] <FBSWorkspaceScenesClient:0x71a8057c0 <private>> Reconnecting scene com.apple.controlcenter:15FF246F-C27E-4E25-9130-CFC10381C685-Replicant[1]-Aux[1]-NSStatusItemView
2026-04-07 21:13:27.921937-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:15FF246F-C27E-4E25-9130-CFC10381C685-Replicant[1]-Aux[1]-NSStatusItemView] Sending action(s) in update: NSSceneFenceAction
2026-04-07 21:13:27.922373-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:15FF246F-C27E-4E25-9130-CFC10381C685] Sending action(s) in update: NSSceneFenceAction
2026-04-07 21:13:27.942380-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:15FF246F-C27E-4E25-9130-CFC10381C685-Aux[1]-NSStatusItemView] Received action(s) in scene-update: NSSceneFenceAction
2026-04-07 21:13:27.944629-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:15FF246F-C27E-4E25-9130-CFC10381C685-Aux[1]-NSStatusItemView] Sending action(s) in update: NSSceneFenceAction
2026-04-07 21:13:27.953005-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:15FF246F-C27E-4E25-9130-CFC10381C685] Sending action(s) in update: NSSceneFenceAction
2026-04-07 21:13:27.957872-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:15FF246F-C27E-4E25-9130-CFC10381C685-Replicant[1]-Aux[1]-NSStatusItemView] Received action(s) in scene-update: NSSceneFenceAction
2026-04-07 21:13:27.959234-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:15FF246F-C27E-4E25-9130-CFC10381C685-Replicant[1]-Aux[1]-NSStatusItemView] Received action(s) in scene-update: NSSceneFenceAction
2026-04-07 21:13:27.967635-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:15FF246F-C27E-4E25-9130-CFC10381C685] Sending action(s) in update: NSSceneFenceAction
2026-04-07 21:13:28.266388-0400 0x37e9f4   Info        0x0                  95012  0    Maccy: (AppKit) [com.apple.AppKit:WindowTab] Indexing 3 items
2026-04-07 21:13:28.266479-0400 0x37e9f4   Activity    0xddb971             95012  0    Maccy: (CoreSpotlight) end-index-batch
2026-04-07 21:13:28.266864-0400 0x37e9f4   Activity    0xddb972             95012  0    Maccy: (CoreSpotlight) index-items
2026-04-07 21:13:28.267108-0400 0x37e9f4   Default     0xddb972             95012  0    Maccy: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-07 21:13:28.267633-0400 0x37eaab   Default     0xddb971             95012  0    Maccy: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-07 21:13:31.486291-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (AppKit) [com.apple.AppKit:AutomaticTermination] void _updateToReflectAutomaticTerminationState(void) Setting _kLSApplicationWouldBeTerminatedByTALKey=1
2026-04-07 21:13:36.598545-0400 0x37e9e8   Default     0x0                  95012  2    Maccy: (LaunchServices) [com.apple.launchservices:db] NotifyToken::RegisterDispatch(user.uid.501.com.apple.LaunchServices.database) fired for session key <private>
2026-04-07 21:13:36.857784-0400 0x37e9e8   Default     0x0                  95012  2    Maccy: (LaunchServices) [com.apple.launchservices:default] LSExceptions shared instance invalidated for timeout.
2026-04-07 21:13:41.940653-0400 0x37e9e7   Activity    0xddb973             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:41.940904-0400 0x37e9e7   Activity    0xddb974             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.098496-0400 0x37eaab   Activity    0xddb975             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.098949-0400 0x37eaab   Activity    0xddb976             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.364355-0400 0x37eaab   Activity    0xddb977             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.364584-0400 0x37eaab   Activity    0xddb978             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.509136-0400 0x37eaab   Activity    0xddb979             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.510897-0400 0x37eaab   Activity    0xddb97a             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.526941-0400 0x37e9e7   Activity    0xddb97b             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.527367-0400 0x37e9e7   Activity    0xddb97c             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.760222-0400 0x37eaab   Activity    0xddb97d             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.761196-0400 0x37eaab   Activity    0xddb97e             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.775855-0400 0x37eaab   Activity    0xddb97f             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.777133-0400 0x37eaab   Activity    0xddcfc0             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.916748-0400 0x37eaab   Activity    0xddcfc1             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.918562-0400 0x37eaab   Activity    0xddcfc2             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.928242-0400 0x37eaab   Activity    0xddcfc3             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:42.929154-0400 0x37eaab   Activity    0xddcfc4             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:13:43.561269-0400 0x37e9b7   Info        0x0                  95012  0    Maccy: (LaunchServices) [com.apple.launchservices:cas] Removing cached information for app [ 0x0-0xd82d82]  "Maccy", as its seed is different from that in shared memory ( 531 vs 534)
2026-04-07 21:13:44.585987-0400 0x37e9f3   Info        0x0                  95012  0    Maccy: (AE) [com.apple.appleevents:main] eEntitlements, token 95316/999703, designatedCodeReq = { "kTCCCodeIdentityAuditToken"=$F5010000F501000014000000F50100001400000054740100B386010017410F00, "kTCCCodeIdentityAuthority"="kTCCCodeIdentityDesignatedRequirementAuthority", "kTCCCodeIdentityCanSendToAnyTarget"=false, "kTCCCodeIdentityCSFlags"=536949521, "kTCCCodeIdentityDesignatedRequirementData"=$FADE0C00000000C40000000100000006000000060000000F0000000200000015636F6D2E676F6F676C65636F64652E697465726D32000000000000070000000E000000000000000A2A864886F7636406010900000000000000000006000000060000000E000000010000000A2A864886F763640602060000000000000000000E000000000000000A2A864886F7636406010D0000000000000000000B000000000000000A7375626A6563742E4F550000000000010000000A483756375859565137440000, "kTCCCodeIdentityExecutableURL"="file:///Applications/iTerm.app/Contents/MacOS/iTerm2", "kTCCCodeIdentityIdentifier"="com.googlecode.iterm2", "kTCCCodeIdentityIdentifierType"=0, "kTCCCodeIdentityPlatformType"=1, "kTCCCodeIdentityPromptPolicy"=2, "kTCCCodeIdentitySDKVersion"=1704448, "kTCCCod<…>
2026-04-07 21:13:44.586196-0400 0x37e9b7   Info        0x0                  95012  0    Maccy: (AE) [com.apple.appleevents:receive] RECEIVED:(misc,actv) {misc,actv target=osascript  returnID=29136}...
2026-04-07 21:13:44.592554-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (AE) [com.apple.appleevents:main]         OSErr AERemoveEventHandler(AEEventClass, AEEventID, AEEventHandlerUPP, Boolean)(spec,phac handler=0x191e95678 isSys=YES) err=0/noErr
2026-04-07 21:13:44.592699-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (AE) [com.apple.appleevents:main]         OSErr AERemoveEventHandler(AEEventClass, AEEventID, AEEventHandlerUPP, Boolean)(misc,actv handler=0x197ecfdac isSys=YES) err=0/noErr
2026-04-07 21:13:44.592974-0400 0x37e9b7   Info        0x0                  95012  0    Maccy: (SkyLight) [com.apple.SkyLight:processes] 0[outside of RPC]: SLPSetFrontProcess(0x0-0x2 window=0 options=0x100 allWindows
2026-04-07 21:13:44.596044-0400 0x37e9f3   Activity    0xddcfc5             95012  0    Maccy: (RunningBoardServices) didChangeInheritances
2026-04-07 21:13:44.596439-0400 0x37e9b7   Activity    0xddcfc6             95012  0    Maccy: (TCC) TCCAccessRequest() IPC
2026-04-07 21:13:44.596466-0400 0x37e9b7   Default     0xddcfc6             95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b8e4000] activating connection: mach=true listener=false peer=false name=com.apple.tccd.system
2026-04-07 21:13:44.596575-0400 0x37e9b7   Info        0xddcfc6             95012  0    Maccy: (TCC) [com.apple.TCC:access] SEND: 0/7 synchronous to com.apple.tccd.system: request: msgID=95012.2, function=TCCAccessRequest, service=kTCCServiceAccessibility, target_token={pid:9995, auid:501, euid:501},
2026-04-07 21:13:44.610996-0400 0x37e9b7   Info        0xddcfc6             95012  0    Maccy: (TCC) [com.apple.TCC:access] RECV: synchronous reply <dictionary: 0x7199b6900> { count = 5, transaction: 0, voucher = 0x0, contents =
	"prompt_type" => <uint64: 0x86b2ab6e12452b57>: 1
	"auth_value" => <uint64: 0x86b2ab6e12452b4f>: 2
	"result" => <bool: 0x1fdce89d0>: true
	"auth_version" => <uint64: 0x86b2ab6e12452b57>: 1
	"auth_reason" => <uint64: 0x86b2ab6e12452b7f>: 4
}
2026-04-07 21:13:44.611029-0400 0x37e9b7   Default     0xddcfc6             95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b8e4000] invalidated after the last release of the connection object
2026-04-07 21:13:44.612325-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (AppKit) [com.apple.AppKit:AutomaticTermination] void _NSDisableAutomaticTerminationAndLog(NSString *) NSAccessibility Request Received
2026-04-07 21:13:44.618129-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b8e4000] activating connection: mach=false listener=false peer=false name=com.apple.ViewBridgeAuxiliary
2026-04-07 21:13:44.618374-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b8e4280] activating connection: mach=false listener=false peer=false name=(anonymous)
2026-04-07 21:13:44.618608-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b8e43c0] activating connection: mach=false listener=true peer=false name=(anonymous)
2026-04-07 21:13:44.618617-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b8e43c0] Connection returned listener port: 0x1151b
2026-04-07 21:13:44.623716-0400 0x37e9b7   Info        0x0                  95012  0    Maccy: (AppKit) [com.apple.AppKit:Window] order all windows front 94294818097583
2026-04-07 21:13:44.624176-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b8e4000] invalidated after the last release of the connection object
2026-04-07 21:13:44.693127-0400 0x37e9f3   Info        0x0                  95012  0    Maccy: (AppKit) [com.apple.AppKit:WindowTab] Indexing 3 items
2026-04-07 21:13:44.693175-0400 0x37e9f3   Activity    0xddcfc8             95012  0    Maccy: (CoreSpotlight) end-index-batch
2026-04-07 21:13:44.693339-0400 0x37e9f3   Activity    0xddcfc9             95012  0    Maccy: (CoreSpotlight) index-items
2026-04-07 21:13:44.693453-0400 0x37e9e7   Default     0xddcfc9             95012  0    Maccy: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-07 21:13:44.693810-0400 0x37e9f3   Default     0xddcfc8             95012  0    Maccy: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-07 21:13:44.868979-0400 0x37e9b7   Info        0x0                  95012  0    Maccy: (CarbonCore) [com.apple.CarbonCore:gestalt] SetGestaltValue SetGestaltValue(swex 1) => 0
2026-04-07 21:13:44.869207-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b8e4140] activating connection: mach=false listener=false peer=false name=com.apple.hiservices-xpcservice
2026-04-07 21:13:44.870785-0400 0x37e9b7   Info        0x0                  95012  0    Maccy: (CoreFoundation) [com.apple.CFPasteboard:entry] CopyData('ApplePerContextInputPasteboard' (<CFUUID 0x71b4240c0> 3E7E37AC-9799-404F-8947-9140EF09E7B3) gen: -1 item: 1264739405 flavor: 'ApplePerContextInputFlavor')
2026-04-07 21:13:44.870814-0400 0x37e9b7   Info        0x0                  95012  0    Maccy: (CoreFoundation) [com.apple.CFPasteboard:cache] Rebuilding cache for 'ApplePerContextInputPasteboard' (<CFUUID 0x71b4240c0> 3E7E37AC-9799-404F-8947-9140EF09E7B3)
2026-04-07 21:13:44.870899-0400 0x37e9b7   Info        0x0                  95012  0    Maccy: (CoreFoundation) [com.apple.CFPasteboard:general] Will request data from daemon
2026-04-07 21:13:44.871034-0400 0x37e9b7   Info        0x0                  95012  0    Maccy: (CoreFoundation) [com.apple.CFPasteboard:exit] (not-in-cache) - result: 0 generation: 1 data (182 bytes) flags: 0
2026-04-07 21:13:44.871129-0400 0x37e9b7   Info        0x0                  95012  0    Maccy: (CoreFoundation) [com.apple.CFPasteboard:entry] CopyData('DefaultAsciiKeyboardLayoutPasteboard' (<CFUUID 0x71b78c300> 0CCA0177-6CA7-40BC-9D04-52089AA3AFD4) gen: -1 item: 1264739405 flavor: 'DefaultAsciiKeyboardLayoutFlavor')
2026-04-07 21:13:44.871143-0400 0x37e9b7   Info        0x0                  95012  0    Maccy: (CoreFoundation) [com.apple.CFPasteboard:exit] (not-in-cache) - result: -8 generation: 0 null data flags: 0
2026-04-07 21:13:44.872795-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (HIToolbox) [com.apple.inputmethodkitClient:Client] +[IMKClient subclass]: chose IMKClient_Modern
2026-04-07 21:13:44.872836-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (HIToolbox) [com.apple.inputmethodkitClient:Client] +[IMKInputSession subclass]: chose IMKInputSession_Modern
2026-04-07 21:13:44.877919-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b8e4500] activating connection: mach=true listener=false peer=false name=com.apple.inputmethodkit.getxpcendpoint
2026-04-07 21:13:44.878637-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b8e4000] activating connection: mach=false listener=false peer=false name=(anonymous)
2026-04-07 21:13:44.975991-0400 0x37e9b7   Activity    0xddcfca             95012  0    Maccy: (TCC) TCCAccessRequest() IPC
2026-04-07 21:13:44.976080-0400 0x37e9b7   Default     0xddcfca             95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b8e4640] activating connection: mach=true listener=false peer=false name=com.apple.tccd.system
2026-04-07 21:13:44.976267-0400 0x37e9b7   Info        0xddcfca             95012  0    Maccy: (TCC) [com.apple.TCC:access] SEND: 0/7 synchronous to com.apple.tccd.system: request: msgID=95012.3, function=TCCAccessRequest, service=kTCCServiceAccessibility, target_token={pid:95361, auid:501, euid:501},
2026-04-07 21:13:45.025205-0400 0x37e9b7   Info        0xddcfca             95012  0    Maccy: (TCC) [com.apple.TCC:access] RECV: synchronous reply <dictionary: 0x7199b6500> { count = 5, transaction: 0, voucher = 0x0, contents =
	"prompt_type" => <uint64: 0x86b2ab6e12452b57>: 1
	"auth_value" => <uint64: 0x86b2ab6e12452b4f>: 2
	"result" => <bool: 0x1fdce89d0>: true
	"auth_version" => <uint64: 0x86b2ab6e12452b57>: 1
	"auth_reason" => <uint64: 0x86b2ab6e12452b7f>: 4
}
2026-04-07 21:13:45.025233-0400 0x37e9b7   Default     0xddcfca             95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b8e4640] invalidated after the last release of the connection object
2026-04-07 21:13:45.047404-0400 0x37e9b7   Activity    0xddcfcb             95012  0    Maccy: (AppKit) perform action for menu item
2026-04-07 21:13:45.047473-0400 0x37e9b7   Activity    0xddcfcc             95012  0    Maccy: (AppKit) sendAction:
2026-04-07 21:13:45.048448-0400 0x37e9b7   Info        0xddcfcc             95012  0    Maccy: (LaunchServices) [com.apple.launchservices:datasep] application record search init. Node: <FSNode 0x71b754720> { isDir = ?, path = <private> } bundleID: (null) itemID: 0
2026-04-07 21:13:45.071627-0400 0x37e9b7   Info        0xddcfcc             95012  0    Maccy: (AppKit) [com.apple.AppKit:Image] ISImage reported a placeholder, image rep is providing a placeholder image for <private>
2026-04-07 21:13:45.073580-0400 0x37e9b7   Info        0xddcfcc             95012  0    Maccy: (AppKit) [com.apple.AppKit:Window] context (0 -> 21528aba) for window 1db9
2026-04-07 21:13:45.080197-0400 0x37e9b7   Info        0xddcfcc             95012  0    Maccy: (AppKit) [com.apple.AppKit:Window] order window front conditionally: 1db9 related: 0
2026-04-07 21:13:45.080230-0400 0x37e9b7   Default     0xddcfcc             95012  0    Maccy: (AppKit) [com.apple.AppKit:AutomaticTermination] void _NSEnableAutomaticTerminationAndLog(NSString *) No windows open yet
2026-04-07 21:13:45.080732-0400 0x37e9b7   Info        0xddcfcc             95012  0    Maccy: (AppKit) [com.apple.AppKit:Intelligence] starting collection observation
2026-04-07 21:13:45.080805-0400 0x37e9e7   Default     0xddcfcc             95012  0    Maccy: (UIIntelligenceSupport) [com.apple.UIIntelligenceSupport:xpc] establishing connection to agent
2026-04-07 21:13:45.080830-0400 0x37e9e7   Default     0xddcfcc             95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:session] [0x7182b3b60] Session created.
2026-04-07 21:13:45.080836-0400 0x37e9e7   Default     0xddcfcc             95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:session] [0x7182b3b60] Session created from connection [0x71b8e4c80]
2026-04-07 21:13:45.080857-0400 0x37e9e7   Default     0xddcfcc             95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b8e4c80] activating connection: mach=true listener=false peer=false name=com.apple.uiintelligencesupport.agent
2026-04-07 21:13:45.080939-0400 0x37e9e7   Default     0xddcfcc             95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:session] [0x7182b3b60] Session activated
2026-04-07 21:13:45.081257-0400 0x37eaac   Default     0xddcfcc             95012  0    Maccy: (UIIntelligenceSupport) [com.apple.UIIntelligenceSupport:xpc] Connection established with agent PID: 11505
2026-04-07 21:13:45.082409-0400 0x37e9b7   Info        0xddcfcb             95012  0    Maccy: (AppKit) [com.apple.AppKit:Menu] Donating invocation type Accessibility for menu item <SwiftUI.SwiftUIMenuItem: 0x100b93b80, ke mask='<none>', action: orderFrontStandardAboutPanel:, action image: info.circle>
2026-04-07 21:13:45.082520-0400 0x37eaac   Default     0xddcfcb             95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b8e52c0] activating connection: mach=true listener=false peer=false name=com.apple.proactive.app-client.donation
2026-04-07 21:13:45.136281-0400 0x37e9f3   Activity    0xdddb25             95012  0    Maccy: (RunningBoardServices) didChangeInheritances
2026-04-07 21:13:45.192467-0400 0x37eaac   Info        0x0                  95012  0    Maccy: (AppKit) [com.apple.AppKit:WindowTab] Indexing 4 items
2026-04-07 21:13:45.192513-0400 0x37eaac   Activity    0xdddb2c             95012  0    Maccy: (CoreSpotlight) end-index-batch
2026-04-07 21:13:45.192662-0400 0x37eaac   Activity    0xdddb2d             95012  0    Maccy: (CoreSpotlight) index-items
2026-04-07 21:13:45.192790-0400 0x37f227   Default     0xdddb2d             95012  0    Maccy: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-07 21:13:45.193286-0400 0x37f227   Default     0xdddb2c             95012  0    Maccy: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-07 21:13:46.813430-0400 0x37f20b   Default     0x0                  95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b8e48c0] activating connection: mach=true listener=false peer=false name=com.apple.powerlog.plxpclogger.xpc
2026-04-07 21:13:46.813578-0400 0x37e9e7   Default     0x0                  95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b417200] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-07 21:13:46.813631-0400 0x37e9e7   Default     0x0                  95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b417340] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-07 21:13:46.813641-0400 0x37e9e7   Default     0x0                  95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b45f480] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-07 21:13:46.815547-0400 0x37e9e7   Default     0x0                  95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b417980] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-07 21:13:46.815578-0400 0x37e9e7   Default     0x0                  95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b417840] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-07 21:13:46.815587-0400 0x37e9e7   Default     0x0                  95012  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x71b45f600] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-07 21:13:50.052963-0400 0x37e9b7   Default     0x0                  95012  0    Maccy: (AppKit) [com.apple.AppKit:AutomaticTermination] void _updateToReflectAutomaticTerminationState(void) Setting _kLSApplicationWouldBeTerminatedByTALKey=0
2026-04-07 21:14:48.292635-0400 0x37f20b   Activity    0xdddbff             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.293992-0400 0x37f20b   Activity    0xdde3f0             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.310660-0400 0x37f20b   Activity    0xdde3f1             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.310931-0400 0x37f20b   Activity    0xdde3f2             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.443269-0400 0x37f20b   Activity    0xdde3f3             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.443958-0400 0x37f20b   Activity    0xdde3f4             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.466108-0400 0x37f20b   Activity    0xdde3f5             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.468416-0400 0x37f20b   Activity    0xdde3f6             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.714122-0400 0x37f20b   Activity    0xdde3f7             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.714607-0400 0x37f20b   Activity    0xdde3f8             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.731232-0400 0x37eaab   Activity    0xdde3f9             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.739868-0400 0x37eaab   Activity    0xdde3fa             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.739977-0400 0x37eaab   Activity    0xdde3fb             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.888650-0400 0x37eaab   Activity    0xdde3fc             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.888949-0400 0x37eaab   Activity    0xdde3fd             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.900097-0400 0x37eaab   Activity    0xdde3fe             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:48.902728-0400 0x37eaab   Activity    0xdde3ff             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:49.127175-0400 0x37eaab   Activity    0xddec30             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:49.128138-0400 0x37eaab   Activity    0xddec31             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:49.142538-0400 0x37eaab   Activity    0xddec32             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:49.143748-0400 0x37eaab   Activity    0xddec33             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:49.284597-0400 0x37eaab   Activity    0xddec34             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:14:49.286583-0400 0x37eaab   Activity    0xddec35             95012  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 21:15:39.805215-0400 0x380466   Activity    0xde0650             96395  0    Maccy: (libsystem_info.dylib) Retrieve User by ID
2026-04-07 21:15:39.807657-0400 0x380466   Default     0x0                  96395  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x1014d2ac0] activating connection: mach=true listener=false peer=false name=com.apple.cfprefsd.daemon
